position_key,updated_at_utc,updated_at_china,address,entity,asset_symbol,side,szi_abs,position_value_usd,entry_px,liquidation_px,mark_px,liquidation_distance_pct,near_liquidation,unrealized_pnl,return_on_equity,above_threshold
0x6c8512516ce5669d35113a11ca8b8de322fd84f6:ETH,2026-05-28T06:34:12Z,2026-05-28 14:34:12 UTC+8,0x6c8512516ce5669d35113a11ca8b8de322fd84f6,Matrixport Related,ETH,long,40000,78960000.00,2265.44,1355.9019394571,1974.00000000,0.313120,false,-11657764.9732089993,-2.5729535432,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:BTC,2026-05-28T06:34:12Z,2026-05-28 14:34:12 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,BTC,short,468.43504,34100197.17,75280.1,213303.6623216564,72796.00000000,1.930156,false,1163649.2327099999,0.329983638,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:TON,2026-05-28T06:34:12Z,2026-05-28 14:34:12 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,TON,short,3749.3,6650.88,1.7575,16196.5820899014,1.77390000,9129.493314,false,-61.48852,-0.0466571835,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:HYPE,2026-05-28T06:34:12Z,2026-05-28 14:34:12 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,HYPE,short,1807855.3,102601211.84,45.3701,90.2640520311,56.75300000,0.590472,false,-20578541.2956900001,-1.2544422877,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:VVV,2026-05-28T06:34:12Z,2026-05-28 14:34:12 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,VVV,short,47728.09,712484.93,18.9744,1211.7334809508,14.92800000,80.171857,false,193131.40682,0.6397788981,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:LIT,2026-05-28T06:34:12Z,2026-05-28 14:34:12 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,LIT,short,635319,696627.28,1.195291,96.4551041389,1.09650000,86.966351,false,62764.1827,0.2479518884,false
0x082e843a431aef031264dc232693dd710aedca88:HYPE,2026-05-28T06:34:12Z,2026-05-28 14:34:12 UTC+8,0x082e843a431aef031264dc232693dd710aedca88,Unknown HYPE Whale,HYPE,long,1380042.66,78321561.08,38.6755,49.0700669089,56.75300000,0.135375,false,24947631.0362319984,2.3370614656,true
0x50b309f78e774a756a2230e1769729094cac9f20:BTC,2026-05-28T06:34:12Z,2026-05-28 14:34:12 UTC+8,0x50b309f78e774a756a2230e1769729094cac9f20,Unknown Hyperliquid Whale,BTC,short,115.2829,8392595.12,72930.1,103015.9474907016,72800.00000000,0.415054,false,15007.71164,0.0357003344,false
0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f:BTC,2026-05-28T06:45:59Z,2026-05-28 14:45:59 UTC+8,0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f,Unknown Hyperliquid Whale,BTC,long,476.40341,34826994.88,76687.8,62125.5076435114,73104.00000000,0.150176,false,-1707343.98746,-0.23366291,true
0x6c8512516ce5669d35113a11ca8b8de322fd84f6:ETH,2026-05-28T06:45:59Z,2026-05-28 14:45:59 UTC+8,0x6c8512516ce5669d35113a11ca8b8de322fd84f6,Matrixport Related,ETH,long,40000,79220000.00,2265.44,1355.9019394571,1980.50000000,0.315374,false,-11397764.9732089993,-2.5155696516,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:BTC,2026-05-28T06:45:59Z,2026-05-28 14:45:59 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,BTC,short,468.43504,34243538.29,75280.1,212157.1225320235,73102.00000000,1.902207,false,1020308.11047,0.2893354567,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:TON,2026-05-28T06:45:59Z,2026-05-28 14:45:59 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,TON,short,3749.3,6690.63,1.7575,16029.5487136275,1.78450000,8981.655485,false,-101.2311,-0.0768136558,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:HYPE,2026-05-28T06:45:59Z,2026-05-28 14:45:59 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,HYPE,short,1807855.3,103091140.63,45.3701,90.1886215541,57.02400000,0.581591,false,-21068470.0819899999,-1.2843077372,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:VVV,2026-05-28T06:45:59Z,2026-05-28 14:45:59 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,VVV,short,47728.09,711625.82,18.9744,1199.3431479919,14.91000000,79.438843,false,193990.51244,0.6426248238,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:LIT,2026-05-28T06:45:59Z,2026-05-28 14:45:59 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,LIT,short,635319,701582.77,1.195291,95.4771061795,1.10430000,85.459392,false,57808.6945,0.2283750756,false
0x082e843a431aef031264dc232693dd710aedca88:HYPE,2026-05-28T06:45:59Z,2026-05-28 14:45:59 UTC+8,0x082e843a431aef031264dc232693dd710aedca88,Unknown HYPE Whale,HYPE,long,1380042.66,78695552.64,38.6755,49.0700669089,57.02400000,0.139484,false,25321622.5970919989,2.3720965062,true
0x50b309f78e774a756a2230e1769729094cac9f20:BTC,2026-05-28T06:45:59Z,2026-05-28 14:45:59 UTC+8,0x50b309f78e774a756a2230e1769729094cac9f20,Unknown Hyperliquid Whale,BTC,short,115.2829,8427641.12,72930.1,103015.9474907016,73104.00000000,0.409170,false,-20038.28996,-0.0476670708,false
0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f:BTC,2026-05-28T07:15:30Z,2026-05-28 15:15:30 UTC+8,0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f,Unknown Hyperliquid Whale,BTC,long,476.40341,34870347.59,76687.8,62125.75722557,73195.00000000,0.151229,false,-1663991.27715,-0.2277297645,true
0x6c8512516ce5669d35113a11ca8b8de322fd84f6:ETH,2026-05-28T07:15:30Z,2026-05-28 15:15:30 UTC+8,0x6c8512516ce5669d35113a11ca8b8de322fd84f6,Matrixport Related,ETH,long,40000,79444000.00,2265.44,1355.8948116825,1986.10000000,0.317308,false,-11173764.9732089993,-2.466131222,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:BTC,2026-05-28T07:15:30Z,2026-05-28 15:15:30 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,BTC,short,468.43504,34287102.75,75280.1,209995.596131951,73195.00000000,1.868988,false,976743.65175,0.2769815977,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:TON,2026-05-28T07:15:30Z,2026-05-28 15:15:30 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,TON,short,3749.3,6730.74,1.7575,15770.2861893338,1.79520000,8783.695961,false,-141.34861,-0.107254623,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:HYPE,2026-05-28T07:15:30Z,2026-05-28 15:15:30 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,HYPE,short,1807855.3,104005915.41,45.3701,90.1569174158,57.53000000,0.567129,false,-21983244.8637900017,-1.3400712704,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:VVV,2026-05-28T07:15:30Z,2026-05-28 15:15:30 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,VVV,short,47728.09,718785.04,18.9744,1180.2897144711,15.06000000,77.372491,false,186831.29894,0.6189087758,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:LIT,2026-05-28T07:15:30Z,2026-05-28 15:15:30 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,LIT,short,635319,710731.37,1.195291,93.9614224321,1.11870000,82.991617,false,48660.1009,0.1922332673,false
0x082e843a431aef031264dc232693dd710aedca88:HYPE,2026-05-28T07:15:30Z,2026-05-28 15:15:30 UTC+8,0x082e843a431aef031264dc232693dd710aedca88,Unknown HYPE Whale,HYPE,long,1380042.66,79393854.23,38.6755,49.0708601173,57.53000000,0.147039,false,26019924.1830519997,2.437512486,true
0x50b309f78e774a756a2230e1769729094cac9f20:BTC,2026-05-28T07:15:30Z,2026-05-28 15:15:30 UTC+8,0x50b309f78e774a756a2230e1769729094cac9f20,Unknown Hyperliquid Whale,BTC,short,115.2829,8438131.87,72930.1,103016.1909102342,73195.00000000,0.407421,false,-30529.03386,-0.0726224454,false
0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f:BTC,2026-05-28T07:16:00Z,2026-05-28 15:16:00 UTC+8,0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f,Unknown Hyperliquid Whale,BTC,long,476.40341,34873682.42,76687.8,62125.75722557,73202.00000000,0.151311,false,-1660656.45328,-0.2272733686,true
0x6c8512516ce5669d35113a11ca8b8de322fd84f6:ETH,2026-05-28T07:16:00Z,2026-05-28 15:16:00 UTC+8,0x6c8512516ce5669d35113a11ca8b8de322fd84f6,Matrixport Related,ETH,long,40000,79464000.00,2265.44,1355.8948116825,1986.60000000,0.317480,false,-11153764.9732089993,-2.4617170764,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:BTC,2026-05-28T07:16:00Z,2026-05-28 15:16:00 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,BTC,short,468.43504,34290381.80,75280.1,209390.971064321,73202.00000000,1.860454,false,973464.60647,0.2760517373,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:TON,2026-05-28T07:16:00Z,2026-05-28 15:16:00 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,TON,short,3749.3,6727.74,1.7575,15699.9479455658,1.79440000,8748.413701,false,-138.34917,-0.1049786629,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:HYPE,2026-05-28T07:16:00Z,2026-05-28 15:16:00 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,HYPE,short,1807855.3,104266246.57,45.3701,90.1550449479,57.67400000,0.563183,false,-22243576.0269900002,-1.3559407344,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:VVV,2026-05-28T07:16:00Z,2026-05-28 15:16:00 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,VVV,short,47728.09,719691.87,18.9744,1175.0990609822,15.07900000,76.929509,false,185924.46523,0.615904743,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:LIT,2026-05-28T07:16:00Z,2026-05-28 15:16:00 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,LIT,short,635319,710096.05,1.195291,93.5453296767,1.11770000,82.694488,false,49295.4199,0.1947431151,false
0x082e843a431aef031264dc232693dd710aedca88:HYPE,2026-05-28T07:16:00Z,2026-05-28 15:16:00 UTC+8,0x082e843a431aef031264dc232693dd710aedca88,Unknown HYPE Whale,HYPE,long,1380042.66,79592580.37,38.6755,49.0708601173,57.67400000,0.149168,false,26218650.3260920011,2.4561288913,true
0x50b309f78e774a756a2230e1769729094cac9f20:BTC,2026-05-28T07:16:00Z,2026-05-28 15:16:00 UTC+8,0x50b309f78e774a756a2230e1769729094cac9f20,Unknown Hyperliquid Whale,BTC,short,115.2829,8438938.85,72930.1,103016.1909102342,73202.00000000,0.407287,false,-31336.01416,-0.0745420896,false
0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f:BTC,2026-05-28T07:17:57Z,2026-05-28 15:17:57 UTC+8,0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f,Unknown Hyperliquid Whale,BTC,long,476.40341,34898455.40,76687.8,62125.75722557,73254.00000000,0.151913,false,-1635883.47596,-0.2238829997,true
0x6c8512516ce5669d35113a11ca8b8de322fd84f6:ETH,2026-05-28T07:17:57Z,2026-05-28 15:17:57 UTC+8,0x6c8512516ce5669d35113a11ca8b8de322fd84f6,Matrixport Related,ETH,long,40000,79540000.00,2265.44,1355.8948116825,1988.50000000,0.318132,false,-11077764.9732089993,-2.4449433235,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:BTC,2026-05-28T07:17:57Z,2026-05-28 15:17:57 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,BTC,short,468.43504,34313803.55,75280.1,208347.5427122638,73252.00000000,1.844257,false,950042.85447,0.2694098776,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:TON,2026-05-28T07:17:57Z,2026-05-28 15:17:57 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,TON,short,3749.3,6723.62,1.7575,15574.2015671636,1.79330000,8683.660440,false,-134.22494,-0.1018492176,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:HYPE,2026-05-28T07:17:57Z,2026-05-28 15:17:57 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,HYPE,short,1807855.3,104712786.83,45.3701,90.1412624838,57.92100000,0.556279,false,-22690116.2860900015,-1.3831612733,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:VVV,2026-05-28T07:17:57Z,2026-05-28 15:17:57 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,VVV,short,47728.09,722221.46,18.9744,1165.8385401169,15.13200000,76.044577,false,183394.87646,0.6075250727,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:LIT,2026-05-28T07:17:57Z,2026-05-28 15:17:57 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,LIT,short,635319,710985.49,1.195291,92.804650564,1.11910000,81.927934,false,48405.9733,0.1912293282,false
0x082e843a431aef031264dc232693dd710aedca88:HYPE,2026-05-28T07:17:57Z,2026-05-28 15:17:57 UTC+8,0x082e843a431aef031264dc232693dd710aedca88,Unknown HYPE Whale,HYPE,long,1380042.66,79933450.91,38.6755,49.0708601173,57.92100000,0.152797,false,26559520.8631119989,2.4880611977,true
0x50b309f78e774a756a2230e1769729094cac9f20:BTC,2026-05-28T07:17:57Z,2026-05-28 15:17:57 UTC+8,0x50b309f78e774a756a2230e1769729094cac9f20,Unknown Hyperliquid Whale,BTC,short,115.2829,8444933.56,72930.1,103016.1909102342,73254.00000000,0.406288,false,-37330.72496,-0.0888023036,false
0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f:BTC,2026-05-28T07:22:55Z,2026-05-28 15:22:55 UTC+8,0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f,Unknown Hyperliquid Whale,BTC,long,476.40341,34908459.87,76687.8,62125.75722557,73275.00000000,0.152156,false,-1625879.0043500001,-0.2225138123,true
0x6c8512516ce5669d35113a11ca8b8de322fd84f6:ETH,2026-05-28T07:22:55Z,2026-05-28 15:22:55 UTC+8,0x6c8512516ce5669d35113a11ca8b8de322fd84f6,Matrixport Related,ETH,long,40000,79592000.00,2265.44,1355.8948116825,1989.80000000,0.318577,false,-11025764.9732089993,-2.4334665452,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:BTC,2026-05-28T07:22:55Z,2026-05-28 15:22:55 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,BTC,short,468.43504,34325045.99,75280.1,208428.6639222915,73276.00000000,1.844433,false,938800.41351,0.266221785,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:TON,2026-05-28T07:22:55Z,2026-05-28 15:22:55 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,TON,short,3749.3,6726.62,1.7575,15580.7713257415,1.79410000,8683.449766,false,-137.22438,-0.1041251778,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:HYPE,2026-05-28T07:22:55Z,2026-05-28 15:22:55 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,HYPE,short,1807855.3,104673014.01,45.3701,90.1328858821,57.89900000,0.556726,false,-22650343.4694899991,-1.3807367719,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:VVV,2026-05-28T07:22:55Z,2026-05-28 15:22:55 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,VVV,short,47728.09,727041.99,18.9744,1166.4260828158,15.23300000,75.572316,false,178574.33937,0.591556267,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:LIT,2026-05-28T07:22:55Z,2026-05-28 15:22:55 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,LIT,short,635319,710858.43,1.195291,92.843217125,1.11890000,81.977225,false,48533.0371,0.1917312977,false
0x082e843a431aef031264dc232693dd710aedca88:HYPE,2026-05-28T07:22:55Z,2026-05-28 15:22:55 UTC+8,0x082e843a431aef031264dc232693dd710aedca88,Unknown HYPE Whale,HYPE,long,1380042.66,79903089.97,38.6755,49.0708601173,57.89900000,0.152475,false,26529159.9245919995,2.4852170246,true
0x50b309f78e774a756a2230e1769729094cac9f20:BTC,2026-05-28T07:22:55Z,2026-05-28 15:22:55 UTC+8,0x50b309f78e774a756a2230e1769729094cac9f20,Unknown Hyperliquid Whale,BTC,short,115.2829,8447354.50,72930.1,103016.1909102342,73275.00000000,0.405885,false,-39751.66586,-0.0945612362,false
0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f:BTC,2026-05-28T07:45:08Z,2026-05-28 15:45:08 UTC+8,0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f,Unknown Hyperliquid Whale,BTC,long,476.40341,34990401.25,76687.8,62125.75722557,73447.00000000,0.154142,false,-1543937.6178299999,-0.2112995151,true
0x6c8512516ce5669d35113a11ca8b8de322fd84f6:ETH,2026-05-28T07:45:08Z,2026-05-28 15:45:08 UTC+8,0x6c8512516ce5669d35113a11ca8b8de322fd84f6,Matrixport Related,ETH,long,40000,79740000.00,2265.44,1355.8948116825,1993.50000000,0.319842,false,-10877764.9732089993,-2.4008018685,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:BTC,2026-05-28T07:45:08Z,2026-05-28 15:45:08 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,BTC,short,468.43504,34404211.51,75280.1,208322.8094956252,73445.00000000,1.836446,false,859634.89175,0.2437722992,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:TON,2026-05-28T07:45:08Z,2026-05-28 15:45:08 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,TON,short,3749.3,6769.74,1.7575,15549.1737755065,1.80560000,8610.638112,false,-180.34133,-0.1368421053,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:HYPE,2026-05-28T07:45:08Z,2026-05-28 15:45:08 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,HYPE,short,1807855.3,104714594.69,45.3701,90.0903331511,57.92200000,0.555373,false,-22691924.1413899995,-1.3832714779,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:VVV,2026-05-28T07:45:08Z,2026-05-28 15:45:08 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,VVV,short,47728.09,731767.08,18.9744,1164.1839486821,15.33200000,74.931643,false,173849.25846,0.5759036753,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:LIT,2026-05-28T07:45:08Z,2026-05-28 15:45:08 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,LIT,short,635319,709714.85,1.195291,92.6548811451,1.11710000,81.942334,false,49676.6113,0.1962490238,false
0x082e843a431aef031264dc232693dd710aedca88:HYPE,2026-05-28T07:45:08Z,2026-05-28 15:45:08 UTC+8,0x082e843a431aef031264dc232693dd710aedca88,Unknown HYPE Whale,HYPE,long,1380042.66,79934830.95,38.6755,49.0708601173,57.92200000,0.152811,false,26560900.9057720006,2.4881904782,true
0x50b309f78e774a756a2230e1769729094cac9f20:BTC,2026-05-28T07:45:08Z,2026-05-28 15:45:08 UTC+8,0x50b309f78e774a756a2230e1769729094cac9f20,Unknown Hyperliquid Whale,BTC,short,115.2829,8467183.16,72930.1,103016.1909102342,73447.00000000,0.402592,false,-59580.32466,-0.1417296365,false
0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f:BTC,2026-05-28T07:49:04Z,2026-05-28 15:49:04 UTC+8,0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f,Unknown Hyperliquid Whale,BTC,long,476.40341,34961340.65,76687.8,62125.75722557,73386.00000000,0.153439,false,-1572998.22584,-0.2152766787,true
0x6c8512516ce5669d35113a11ca8b8de322fd84f6:ETH,2026-05-28T07:49:04Z,2026-05-28 15:49:04 UTC+8,0x6c8512516ce5669d35113a11ca8b8de322fd84f6,Matrixport Related,ETH,long,40000,79748000.00,2265.44,1355.8948116825,1993.70000000,0.319910,false,-10869764.9732089993,-2.3990362103,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:BTC,2026-05-28T07:49:04Z,2026-05-28 15:49:04 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,BTC,short,468.43504,34376573.85,75280.1,208091.9952773815,73386.00000000,1.835582,false,887272.55911,0.2516096937,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:TON,2026-05-28T07:49:04Z,2026-05-28 15:49:04 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,TON,short,3749.3,6765.61,1.7575,15529.413922603,1.80450000,8604.937336,false,-176.2171,-0.13371266,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:HYPE,2026-05-28T07:49:04Z,2026-05-28 15:49:04 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,HYPE,short,1807855.3,104806795.31,45.3701,90.1003554911,57.97300000,0.554178,false,-22784124.7616899982,-1.3888919131,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:VVV,2026-05-28T07:49:04Z,2026-05-28 15:49:04 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,VVV,short,47728.09,738258.10,18.9744,1162.8564825999,15.46800000,74.178205,false,167358.23822,0.5544011251,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:LIT,2026-05-28T07:49:04Z,2026-05-28 15:49:04 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,LIT,short,635319,711239.62,1.195291,92.5406756608,1.11950000,81.662506,false,48151.8457,0.1902253891,false
0x082e843a431aef031264dc232693dd710aedca88:HYPE,2026-05-28T07:49:04Z,2026-05-28 15:49:04 UTC+8,0x082e843a431aef031264dc232693dd710aedca88,Unknown HYPE Whale,HYPE,long,1380042.66,80005213.13,38.6755,49.0708601173,57.97300000,0.153557,false,26631283.0814319998,2.4947837885,true
0x50b309f78e774a756a2230e1769729094cac9f20:BTC,2026-05-28T07:49:04Z,2026-05-28 15:49:04 UTC+8,0x50b309f78e774a756a2230e1769729094cac9f20,Unknown Hyperliquid Whale,BTC,short,115.2829,8460496.75,72930.1,103016.1909102342,73389.00000000,0.403701,false,-52893.91646,-0.1258240131,false
0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f:BTC,2026-05-28T08:43:34Z,2026-05-28 16:43:34 UTC+8,0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f,Unknown Hyperliquid Whale,BTC,long,476.40341,34882734.08,76687.8,62125.7588930473,73221.00000000,0.151531,false,-1651604.7884899999,-0.22603458,true
0x6c8512516ce5669d35113a11ca8b8de322fd84f6:ETH,2026-05-28T08:43:34Z,2026-05-28 16:43:34 UTC+8,0x6c8512516ce5669d35113a11ca8b8de322fd84f6,Matrixport Related,ETH,long,40000,79500000.00,2265.44,1355.890209887,1987.50000000,0.317791,false,-11117764.9732089993,-2.4537716145,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:BTC,2026-05-28T08:43:34Z,2026-05-28 16:43:34 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,BTC,short,468.43504,34297876.76,75280.1,213903.7832754024,73218.00000000,1.921464,false,965969.6458300001,0.2739263422,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:TON,2026-05-28T08:43:34Z,2026-05-28 16:43:34 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,TON,short,3749.3,6748.74,1.7575,16217.0910871835,1.80000000,9008.495048,false,-159.34525,-0.1209103841,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:HYPE,2026-05-28T08:43:34Z,2026-05-28 16:43:34 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,HYPE,short,1807855.3,102306531.43,45.3701,90.1435338463,56.59000000,0.592923,false,-20283860.8817900009,-1.2364789361,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:VVV,2026-05-28T08:43:34Z,2026-05-28 16:43:34 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,VVV,short,47728.09,728282.93,18.9744,1213.5816660651,15.25900000,78.532189,false,177333.40903,0.5874454854,false
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:LIT,2026-05-28T08:43:34Z,2026-05-28 16:43:34 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,LIT,short,635319,715051.53,1.195291,96.6049898275,1.12550000,84.832954,false,44339.9317,0.1751663023,false
0x082e843a431aef031264dc232693dd710aedca88:HYPE,2026-05-28T08:43:34Z,2026-05-28 16:43:34 UTC+8,0x082e843a431aef031264dc232693dd710aedca88,Unknown HYPE Whale,HYPE,long,1380042.66,78096614.13,38.6755,49.0716662145,56.59000000,0.132856,false,24722684.0826519988,2.315988729,true
0x50b309f78e774a756a2230e1769729094cac9f20:BTC,2026-05-28T08:43:34Z,2026-05-28 16:43:34 UTC+8,0x50b309f78e774a756a2230e1769729094cac9f20,Unknown Hyperliquid Whale,BTC,short,115.2829,8441129.22,72930.1,103016.192536533,73221.00000000,0.406921,false,-33526.38926,-0.0797525524,false
0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f:BTC,2026-05-28T08:56:23Z,2026-05-28 16:56:23 UTC+8,0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f,Unknown Hyperliquid Whale,BTC,long,476.40341,34925133.99,76687.8,62125.7588930473,73310.00000000,0.152561,false,-1609204.885,-0.2202318332,true
0x6c8512516ce5669d35113a11ca8b8de322fd84f6:ETH,2026-05-28T08:56:23Z,2026-05-28 16:56:23 UTC+8,0x6c8512516ce5669d35113a11ca8b8de322fd84f6,Matrixport Related,ETH,long,40000,79544000.00,2265.44,1355.890209887,1988.60000000,0.318168,false,-11073764.9732089993,-2.4440604944,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:BTC,2026-05-28T08:56:23Z,2026-05-28 16:56:23 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,BTC,short,468.43504,34340972.78,75280.1,213636.124300716,73310.00000000,1.914147,false,922873.62215,0.2617053204,true
0x8def9f50456c6c4e37fa5d3d57f108ed23992dae:TON,2026-05-28T08:56:23Z,2026-05-28 16:56:23 UTC+8,0x8def9f50456c6c4e37fa5d3d57f108ed23992dae,loraclexyz,TON,short,3749.3,6770.49,1.7575,16175.7354901911,1.80580000,8956.656158,false,-181.09119,-0.1374110953,false
