date,date_sort,asset,source,total_net_flow_usd,IBIT,FBTC,BITB,ARKB,BTCO,EZBC,BRRR,HODL,BTCW,MSBT,GBTC,BTC,Total
14 Nov 2025,2025-11-14,BTC,Farside Investors,-492100000.0,-463100000.0,-2100000.0,0.0,0.0,0.0,0.0,0.0,0.0,-6000000.0,0.0,-25100000.0,4200000.0,-492100000.0
13 Nov 2025,2025-11-13,BTC,Farside Investors,-866700000.0,-256600000.00000003,-119900000.0,-47000000.0,-15700000.0,-30800000.0,-5700000.0,0.0,-8300000.000000001,0.0,0.0,-64500000.0,-318200000.0,-866700000.0
12 Nov 2025,2025-11-12,BTC,Farside Investors,-278100000.0,-36900000.0,-132900000.0,0.0,-85200000.0,0.0,0.0,0.0,0.0,0.0,0.0,-23100000.0,0.0,-278100000.0
11 Nov 2025,2025-11-11,BTC,Farside Investors,524000000.0,224200000.0,165900000.0,7300000.0,102500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24100000.0,524000000.0
10 Nov 2025,2025-11-10,BTC,Farside Investors,1200000.0,0.0,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0
07 Nov 2025,2025-11-07,BTC,Farside Investors,-558400000.0,-131400000.0,-256700000.0,-10700000.0,-144200000.0,0.0,0.0,0.0,0.0,0.0,0.0,-15400000.0,0.0,-558400000.0
06 Nov 2025,2025-11-06,BTC,Farside Investors,239900000.0,112400000.0,61600000.0,5500000.0,60400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239900000.0
05 Nov 2025,2025-11-05,BTC,Farside Investors,-137000000.0,-375500000.0,113300000.0,17000000.0,82900000.0,0.0,0.0,0.0,3700000.0,0.0,0.0,0.0,21600000.0,-137000000.0
04 Nov 2025,2025-11-04,BTC,Farside Investors,-566400000.0,0.0,-356600000.0,-7100000.0,-128100000.0,0.0,-8700000.0,0.0,-17000000.0,0.0,0.0,-48900000.0,0.0,-566400000.0
03 Nov 2025,2025-11-03,BTC,Farside Investors,-186500000.0,-186500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-186500000.0
31 Oct 2025,2025-10-31,BTC,Farside Investors,-191600000.0,-149300000.0,-12000000.0,-17900000.0,-19300000.0,0.0,0.0,0.0,0.0,0.0,0.0,6900000.0,0.0,-191600000.0
30 Oct 2025,2025-10-30,BTC,Farside Investors,-488400000.0,-290900000.0,-46500000.0,-55100000.0,-65599999.99999999,-8000000.0,0.0,0.0,-3800000.0,0.0,0.0,-10000000.0,-8500000.0,-488400000.0
29 Oct 2025,2025-10-29,BTC,Farside Investors,-470700000.0,-88100000.0,-164400000.0,-6000000.0,-143800000.0,0.0,0.0,0.0,0.0,0.0,0.0,-65000000.0,-3400000.0,-470700000.0
28 Oct 2025,2025-10-28,BTC,Farside Investors,202400000.0,59600000.0,67000000.0,0.0,75800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202400000.0
27 Oct 2025,2025-10-27,BTC,Farside Investors,149300000.0,65300000.0,0.0,0.0,76400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7600000.0,149300000.0
24 Oct 2025,2025-10-24,BTC,Farside Investors,90600000.0,32700000.000000004,57900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90600000.0
23 Oct 2025,2025-10-23,BTC,Farside Investors,20300000.0,107800000.0,7200000.0,17400000.0,-55000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-60500000.0,3400000.0,20300000.0
22 Oct 2025,2025-10-22,BTC,Farside Investors,-101400000.0,73600000.0,-56600000.0,-10000000.0,-53900000.0,0.0,0.0,2100000.0,0.0,0.0,0.0,-56600000.0,0.0,-101400000.0
21 Oct 2025,2025-10-21,BTC,Farside Investors,477200000.0,210900000.0,34100000.0,20100000.0,162900000.0,8900000.0,6500000.0,2500000.0,17400000.0,0.0,0.0,0.0,13900000.0,477200000.0
20 Oct 2025,2025-10-20,BTC,Farside Investors,-40400000.0,-100700000.0,9700000.0,12100000.0,0.0,9900000.0,0.0,0.0,21200000.0,0.0,0.0,0.0,7400000.0,-40400000.0
17 Oct 2025,2025-10-17,BTC,Farside Investors,-366600000.0,-268600000.0,-67400000.0,0.0,0.0,0.0,0.0,-5600000.0,0.0,0.0,0.0,-25000000.0,0.0,-366600000.0
16 Oct 2025,2025-10-16,BTC,Farside Investors,-530900000.0,-29500000.0,-132000000.0,-20600000.0,-275200000.0,0.0,0.0,0.0,-6100000.0,0.0,0.0,-45000000.0,-22500000.0,-530900000.0
15 Oct 2025,2025-10-15,BTC,Farside Investors,-104100000.0,-10100000.0,0.0,0.0,0.0,-11100000.0,0.0,0.0,0.0,0.0,0.0,-82900000.0,0.0,-104100000.0
14 Oct 2025,2025-10-14,BTC,Farside Investors,102700000.0,-30800000.0,132699999.99999999,8000000.0,6800000.0,0.0,0.0,-14000000.0,0.0,0.0,0.0,0.0,0.0,102700000.0
13 Oct 2025,2025-10-13,BTC,Farside Investors,-326400000.0,60400000.0,-93300000.0,-115600000.0,-21100000.0,0.0,0.0,0.0,-11400000.0,0.0,0.0,-145400000.0,0.0,-326400000.0
10 Oct 2025,2025-10-10,BTC,Farside Investors,-4500000.0,74200000.0,-10200000.0,-37400000.0,-6200000.0,0.0,0.0,0.0,0.0,0.0,0.0,-19200000.0,-5700000.0,-4500000.0
09 Oct 2025,2025-10-09,BTC,Farside Investors,197800000.0,255500000.0,-13200000.0,6600000.0,-5600000.0,0.0,0.0,0.0,0.0,0.0,0.0,-45500000.0,0.0,197800000.0
08 Oct 2025,2025-10-08,BTC,Farside Investors,440700000.0,426200000.0,0.0,13400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000.0,440700000.0
07 Oct 2025,2025-10-07,BTC,Farside Investors,875600000.0,899400000.0,0.0,0.0,0.0,0.0,0.0,4800000.0,0.0,0.0,0.0,-28600000.0,0.0,875600000.0
06 Oct 2025,2025-10-06,BTC,Farside Investors,1205200000.0,970000000.0,112300000.0,60100000.0,0.0,7500000.0,3600000.0,0.0,15100000.0,6000000.0,0.0,0.0,30600000.0,1205200000.0
03 Oct 2025,2025-10-03,BTC,Farside Investors,985100000.0,791600000.0,69600000.0,24000000.0,35500000.0,0.0,0.0,0.0,26000000.0,0.0,0.0,18300000.0,20100000.0,985100000.0
02 Oct 2025,2025-10-02,BTC,Farside Investors,627200000.0,466500000.0,89600000.0,11200000.0,45200000.0,0.0,0.0,0.0,1700000.0,0.0,0.0,2800000.0,10200000.0,627200000.0
01 Oct 2025,2025-10-01,BTC,Farside Investors,675800000.0,405500000.0,179300000.0,59400000.0,5900000.0,0.0,0.0,0.0,6600000.0,0.0,0.0,9200000.0,9900000.0,675800000.0
30 Sep 2025,2025-09-30,BTC,Farside Investors,429900000.0,199400000.0,54700000.0,70100000.0,105700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429900000.0
29 Sep 2025,2025-09-29,BTC,Farside Investors,518000000.0,-46600000.0,298700000.0,47200000.0,62200000.0,35300000.0,16500000.0,0.0,30700000.0,0.0,0.0,26900000.0,47100000.0,518000000.0
26 Sep 2025,2025-09-26,BTC,Farside Investors,-418300000.0,-37300000.0,-300400000.0,-23800000.0,-17800000.0,0.0,0.0,0.0,-9300000.0,0.0,0.0,-17100000.0,-12600000.0,-418300000.0
25 Sep 2025,2025-09-25,BTC,Farside Investors,-253400000.0,79700000.0,-114800000.0,-80500000.0,-63000000.0,0.0,-6300000.0,0.0,-10100000.0,0.0,0.0,-42900000.0,-15500000.0,-253400000.0
24 Sep 2025,2025-09-24,BTC,Farside Investors,241000000.0,128900000.0,29700000.0,24700000.0,37700000.0,0.0,0.0,0.0,6400000.0,0.0,0.0,0.0,13600000.0,241000000.0
23 Sep 2025,2025-09-23,BTC,Farside Investors,-103800000.0,2500000.0,-75600000.0,-12800000.0,-27900000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103800000.0
22 Sep 2025,2025-09-22,BTC,Farside Investors,-363100000.0,0.0,-276700000.0,0.0,-52300000.0,0.0,0.0,0.0,-9500000.0,0.0,0.0,-24600000.0,0.0,-363100000.0
19 Sep 2025,2025-09-19,BTC,Farside Investors,222600000.0,246100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23500000.0,0.0,222600000.0
18 Sep 2025,2025-09-18,BTC,Farside Investors,163000000.0,0.0,97400000.0,12800000.0,25000000.0,3500000.0,6800000.0,0.0,6600000.0,0.0,0.0,0.0,10900000.0,163000000.0
17 Sep 2025,2025-09-17,BTC,Farside Investors,-51300000.0,149700000.0,-116000000.0,-12600000.0,-32299999.999999996,0.0,0.0,0.0,0.0,0.0,0.0,-62600000.0,22500000.0,-51300000.0
16 Sep 2025,2025-09-16,BTC,Farside Investors,292300000.0,209200000.0,45800000.0,-10800000.0,40700000.0,0.0,0.0,0.0,7400000.0,0.0,0.0,0.0,0.0,292300000.0
15 Sep 2025,2025-09-15,BTC,Farside Investors,259900000.0,261800000.0,7500000.0,-18800000.0,0.0,0.0,3300000.0,0.0,0.0,0.0,0.0,0.0,6100000.0,259899999.99999997
12 Sep 2025,2025-09-12,BTC,Farside Investors,642400000.0,264700000.0,315200000.0,29200000.0,19400000.0,0.0,0.0,0.0,8199999.999999999,0.0,0.0,0.0,5700000.0,642400000.0
11 Sep 2025,2025-09-11,BTC,Farside Investors,552700000.0,366200000.0,134700000.0,40400000.0,0.0,5700000.0,3300000.0,0.0,2400000.0,0.0,0.0,0.0,0.0,552700000.0
10 Sep 2025,2025-09-10,BTC,Farside Investors,741500000.0,211200000.0,299000000.0,44400000.0,145100000.0,0.0,3300000.0,0.0,12000000.0,0.0,0.0,8900000.0,17600000.0,741500000.0
09 Sep 2025,2025-09-09,BTC,Farside Investors,23000000.0,169300000.0,-55800000.0,-18200000.0,-72300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23000000.0
08 Sep 2025,2025-09-08,BTC,Farside Investors,364300000.0,25500000.0,156500000.0,42700000.0,89500000.0,6700000.0,6500000.0,0.0,20600000.0,0.0,0.0,4400000.0,11900000.0,364300000.0
05 Sep 2025,2025-09-05,BTC,Farside Investors,-160100000.0,-63200000.0,0.0,-49600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47300000.0,0.0,-160100000.0
04 Sep 2025,2025-09-04,BTC,Farside Investors,-222900000.0,134800000.0,-117400000.0,-66400000.00000001,-125500000.0,0.0,-3200000.0,0.0,-17900000.0,0.0,0.0,-22400000.0,-4900000.0,-222900000.0
03 Sep 2025,2025-09-03,BTC,Farside Investors,300500000.0,289800000.0,9800000.0,0.0,-27900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28800000.0,300500000.0
02 Sep 2025,2025-09-02,BTC,Farside Investors,332800000.0,72900000.0,132699999.99999999,39100000.0,71900000.0,2200000.0,0.0,0.0,4700000.0,0.0,0.0,0.0,9300000.0,332800000.0
29 Aug 2025,2025-08-29,BTC,Farside Investors,-126700000.0,24600000.0,-66200000.0,0.0,-72100000.0,0.0,0.0,0.0,0.0,2300000.0,0.0,-15300000.0,0.0,-126700000.0
28 Aug 2025,2025-08-28,BTC,Farside Investors,178900000.0,63700000.0,4900000.0,25000000.0,79800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500000.0,178900000.0
27 Aug 2025,2025-08-27,BTC,Farside Investors,81400000.0,50900000.0,14700000.0,-3000000.0,5600000.0,6700000.0,6500000.0,0.0,0.0,0.0,0.0,0.0,0.0,81400000.0
26 Aug 2025,2025-08-26,BTC,Farside Investors,88100000.0,45300000.0,14500000.0,9000000.0,4099999.9999999995,0.0,0.0,0.0,3900000.0,0.0,0.0,0.0,11300000.0,88100000.0
25 Aug 2025,2025-08-25,BTC,Farside Investors,219100000.0,63400000.0,65599999.99999999,15200000.0,61200000.0,0.0,0.0,0.0,6300000.0,0.0,0.0,0.0,7400000.0,219100000.0
22 Aug 2025,2025-08-22,BTC,Farside Investors,-23200000.0,-198800000.0,50900000.0,12700000.0,65700000.0,0.0,13500000.0,0.0,26400000.0,0.0,0.0,6400000.0,0.0,-23200000.0
21 Aug 2025,2025-08-21,BTC,Farside Investors,-194400000.0,-127500000.0,-31800000.0,0.0,-43300000.0,0.0,3200000.0,0.0,0.0,0.0,0.0,0.0,5000000.0,-194400000.0
20 Aug 2025,2025-08-20,BTC,Farside Investors,-315900000.0,-220000000.0,-7500000.0,600000.0,-75700000.0,0.0,0.0,-4300000.0,0.0,0.0,0.0,-9000000.0,0.0,-315900000.0
19 Aug 2025,2025-08-19,BTC,Farside Investors,-523300000.0,0.0,-246900000.0,-86800000.0,-63300000.0,0.0,-3300000.0,0.0,0.0,0.0,0.0,-115500000.0,-7500000.0,-523299999.99999994
18 Aug 2025,2025-08-18,BTC,Farside Investors,-121700000.0,-68700000.0,0.0,12700000.0,-65700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121700000.0
15 Aug 2025,2025-08-15,BTC,Farside Investors,-14100000.0,114400000.0,0.0,0.0,-46700000.0,0.0,0.0,0.0,0.0,0.0,0.0,-81800000.0,0.0,-14100000.0
14 Aug 2025,2025-08-14,BTC,Farside Investors,230800000.0,523700000.00000006,-113500000.0,-30900000.0,-149900000.0,0.0,0.0,0.0,-5900000.0,0.0,0.0,0.0,7300000.0,230800000.0
13 Aug 2025,2025-08-13,BTC,Farside Investors,86900000.0,0.0,26700000.0,7300000.0,36600000.0,4900000.0,0.0,0.0,0.0,0.0,0.0,0.0,11400000.0,86900000.0
12 Aug 2025,2025-08-12,BTC,Farside Investors,65900000.0,111400000.0,0.0,0.0,-23900000.0,0.0,0.0,0.0,0.0,0.0,0.0,-21600000.0,0.0,65900000.00000001
11 Aug 2025,2025-08-11,BTC,Farside Investors,178100000.0,138200000.0,13000000.0,5200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500000.0,14200000.0,178100000.0
08 Aug 2025,2025-08-08,BTC,Farside Investors,403900000.0,360000000.0,30500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13400000.0,403900000.0
07 Aug 2025,2025-08-07,BTC,Farside Investors,277400000.0,156600000.0,43400000.0,17200000.0,-400000.0,0.0,3400000.0,0.0,21500000.0,0.0,0.0,18500000.0,17200000.0,277400000.0
06 Aug 2025,2025-08-06,BTC,Farside Investors,91600000.0,41900000.0,10100000.0,26400000.0,-5400000.0,0.0,0.0,0.0,4099999.9999999995,0.0,0.0,14500000.0,0.0,91600000.0
05 Aug 2025,2025-08-05,BTC,Farside Investors,-196200000.0,-77400000.0,-99100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19700000.0,0.0,-196200000.0
04 Aug 2025,2025-08-04,BTC,Farside Investors,-323500000.0,-292200000.0,-40100000.0,18700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9900000.0,0.0,-323500000.0
01 Aug 2025,2025-08-01,BTC,Farside Investors,-812300000.0,-2600000.0,-331400000.0,-38300000.0,-327900000.0,-5100000.0,-6600000.0,0.0,0.0,0.0,0.0,-66800000.0,-33600000.0,-812300000.0
31 Jul 2025,2025-07-31,BTC,Farside Investors,-114800000.0,18600000.0,-53600000.0,0.0,-89900000.0,3500000.0,6800000.0,0.0,3300000.0,0.0,0.0,-9200000.0,5700000.0,-114800000.0
30 Jul 2025,2025-07-30,BTC,Farside Investors,47100000.0,34400000.0,0.0,12700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47100000.0
29 Jul 2025,2025-07-29,BTC,Farside Investors,80000000.0,157600000.0,0.0,-26200000.0,-8199999.999999999,0.0,0.0,0.0,5800000.0,0.0,0.0,-49000000.0,0.0,80000000.0
28 Jul 2025,2025-07-28,BTC,Farside Investors,157100000.0,147400000.0,30900000.0,-14800000.0,-17400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000.0,157100000.0
25 Jul 2025,2025-07-25,BTC,Farside Investors,130800000.0,92800000.0,10200000.0,21000000.0,30300000.0,0.0,0.0,0.0,18200000.0,0.0,0.0,-50500000.0,8800000.0,130800000.00000001
24 Jul 2025,2025-07-24,BTC,Farside Investors,226700000.0,32500000.0,106600000.0,29800000.0,0.0,0.0,3500000.0,0.0,46400000.0,0.0,0.0,0.0,7900000.0,226700000.0
23 Jul 2025,2025-07-23,BTC,Farside Investors,-85800000.0,142600000.0,-227200000.0,-1900000.0,-9800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500000.0,-85800000.0
22 Jul 2025,2025-07-22,BTC,Farside Investors,-68000000.0,0.0,0.0,-42300000.0,-33200000.000000004,0.0,0.0,0.0,0.0,0.0,0.0,7500000.0,0.0,-68000000.0
21 Jul 2025,2025-07-21,BTC,Farside Investors,-131400000.0,0.0,-12800000.0,-1900000.0,-77500000.0,0.0,0.0,0.0,-2500000.0,0.0,0.0,-36700000.0,0.0,-131400000.0
18 Jul 2025,2025-07-18,BTC,Farside Investors,363500000.0,496800000.0,-17900000.0,-1900000.0,-33600000.0,0.0,0.0,0.0,-1700000.0,3100000.0,0.0,-81300000.0,0.0,363500000.0
17 Jul 2025,2025-07-17,BTC,Farside Investors,522600000.0,497300000.0,7800000.0,0.0,0.0,7100000.0,0.0,0.0,5100000.0,0.0,0.0,0.0,5300000.0,522600000.0
16 Jul 2025,2025-07-16,BTC,Farside Investors,799400000.0,763900000.0,10400000.0,0.0,19800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5300000.0,799400000.0
15 Jul 2025,2025-07-15,BTC,Farside Investors,403100000.0,416300000.0,-22900000.0,12700000.0,-6200000.0,0.0,6800000.0,0.0,19000000.0,0.0,0.0,-41200000.0,18600000.0,403100000.0
14 Jul 2025,2025-07-14,BTC,Farside Investors,297400000.0,394700000.0,-26100000.0,7200000.0,-99600000.0,0.0,0.0,0.0,8500000.0,0.0,0.0,0.0,12700000.0,297400000.0
11 Jul 2025,2025-07-11,BTC,Farside Investors,1029600000.0,953500000.0,0.0,6400000.0,23500000.0,5300000.0,0.0,0.0,20000000.0,0.0,0.0,0.0,20900000.0,1029599999.9999999
10 Jul 2025,2025-07-10,BTC,Farside Investors,1175600000.0,448500000.0,324300000.0,77200000.0,268700000.0,0.0,0.0,0.0,15200000.0,0.0,0.0,-40200000.0,81900000.0,1175600000.0
09 Jul 2025,2025-07-09,BTC,Farside Investors,215700000.0,125600000.0,4800000.0,3000000.0,57000000.0,9500000.0,0.0,0.0,0.0,0.0,0.0,0.0,15800000.0,215700000.0
08 Jul 2025,2025-07-08,BTC,Farside Investors,80100000.0,66800000.0,4800000.0,0.0,0.0,0.0,0.0,3700000.0,0.0,0.0,0.0,0.0,4800000.0,80100000.0
07 Jul 2025,2025-07-07,BTC,Farside Investors,216500000.0,164600000.0,66000000.0,0.0,-10100000.0,0.0,0.0,0.0,0.0,0.0,0.0,-10200000.0,6200000.0,216500000.0
03 Jul 2025,2025-07-03,BTC,Farside Investors,601800000.0,224500000.0,237100000.0,15500000.0,114200000.0,0.0,0.0,0.0,4700000.0,0.0,0.0,0.0,5800000.0,601800000.0
02 Jul 2025,2025-07-02,BTC,Farside Investors,407800000.0,0.0,184000000.0,64900000.00000001,83000000.0,9900000.0,9500000.0,0.0,5400000.0,0.0,0.0,34600000.0,16500000.0,407800000.0
01 Jul 2025,2025-07-01,BTC,Farside Investors,-342200000.0,0.0,-172700000.0,-23000000.0,-27000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-119500000.0,0.0,-342200000.0
30 Jun 2025,2025-06-30,BTC,Farside Investors,102100000.0,112300000.0,0.0,0.0,-10200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102100000.0
27 Jun 2025,2025-06-27,BTC,Farside Investors,501200000.0,153000000.0,165500000.0,11600000.0,150300000.0,3700000.0,3100000.0,0.0,6000000.0,0.0,0.0,0.0,8000000.0,501200000.0
26 Jun 2025,2025-06-26,BTC,Farside Investors,226700000.0,163700000.0,32900000.0,25200000.0,1800000.0,0.0,3100000.0,0.0,0.0,0.0,0.0,0.0,0.0,226700000.0
25 Jun 2025,2025-06-25,BTC,Farside Investors,547700000.0,340300000.0,115200000.0,12900000.0,70200000.0,0.0,0.0,0.0,9100000.0,0.0,0.0,0.0,0.0,547700000.0
24 Jun 2025,2025-06-24,BTC,Farside Investors,588600000.0,436300000.0,85200000.0,9800000.0,43800000.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,7500000.0,588600000.0
23 Jun 2025,2025-06-23,BTC,Farside Investors,350600000.0,217600000.0,105700000.0,14600000.0,2100000.0,6200000.0,0.0,0.0,0.0,0.0,0.0,-5700000.0,10100000.0,350600000.0
20 Jun 2025,2025-06-20,BTC,Farside Investors,6400000.0,46900000.0,-40500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400000.0
19 Jun 2025,2025-06-19,BTC,Farside Investors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 Jun 2025,2025-06-18,BTC,Farside Investors,388300000.0,278900000.0,104400000.0,11300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16399999.999999998,10100000.0,388300000.0
17 Jun 2025,2025-06-17,BTC,Farside Investors,216500000.0,639200000.0,-208500000.0,-22800000.0,-191400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216500000.0
16 Jun 2025,2025-06-16,BTC,Farside Investors,412200000.0,266600000.00000003,83000000.0,41400000.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,12800000.0,4800000.0,412200000.0
13 Jun 2025,2025-06-13,BTC,Farside Investors,322700000.0,239000000.0,25200000.0,14900000.0,21000000.0,0.0,0.0,0.0,6000000.0,0.0,0.0,9100000.0,7500000.0,322700000.0
12 Jun 2025,2025-06-12,BTC,Farside Investors,86300000.0,288300000.0,-197200000.0,0.0,-10700000.0,0.0,0.0,0.0,0.0,0.0,0.0,5900000.0,0.0,86300000.0
11 Jun 2025,2025-06-11,BTC,Farside Investors,164600000.0,131000000.0,11900000.0,0.0,0.0,0.0,6300000.0,0.0,15400000.0,0.0,0.0,0.0,0.0,164600000.0
10 Jun 2025,2025-06-10,BTC,Farside Investors,431200000.0,336700000.0,67099999.99999999,-600000.0,20300000.0,7700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431200000.0
09 Jun 2025,2025-06-09,BTC,Farside Investors,386200000.0,120900000.0,173000000.0,68500000.0,10800000.0,0.0,0.0,0.0,7700000.0,0.0,0.0,0.0,5300000.0,386200000.0
06 Jun 2025,2025-06-06,BTC,Farside Investors,-47800000.0,-130500000.0,22800000.0,31800000.0,11500000.0,0.0,0.0,0.0,7400000.0,0.0,0.0,0.0,9200000.0,-47800000.0
05 Jun 2025,2025-06-05,BTC,Farside Investors,-278400000.0,0.0,-80200000.0,-36700000.0,-102000000.0,-12200000.0,0.0,0.0,-6500000.0,0.0,0.0,-24100000.0,-16700000.0,-278400000.0
04 Jun 2025,2025-06-04,BTC,Farside Investors,87000000.0,284000000.0,-197000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87000000.0
03 Jun 2025,2025-06-03,BTC,Farside Investors,375100000.0,58000000.0,136800000.0,14500000.0,139900000.0,0.0,0.0,0.0,18800000.0,0.0,0.0,0.0,7100000.0,375100000.0
02 Jun 2025,2025-06-02,BTC,Farside Investors,-267500000.0,-130400000.0,-50100000.0,3400000.0,-73900000.0,0.0,0.0,0.0,0.0,0.0,0.0,-16500000.0,0.0,-267500000.0
30 May 2025,2025-05-30,BTC,Farside Investors,-616100000.0,-430800000.0,-13700000.0,-35300000.0,-120100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16200000.0,-616100000.0
29 May 2025,2025-05-29,BTC,Farside Investors,-346800000.0,125100000.0,-166300000.0,-70800000.0,-89200000.0,-20000000.0,-6100000.0,0.0,-12000000.0,0.0,0.0,-107500000.0,0.0,-346800000.0
28 May 2025,2025-05-28,BTC,Farside Investors,432700000.0,481000000.0,-14000000.0,0.0,-34300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432700000.0
27 May 2025,2025-05-27,BTC,Farside Investors,385400000.0,409300000.0,-4800000.0,1800000.0,-38300000.0,0.0,0.0,500000.0,7800000.0,0.0,0.0,-26900000.0,36000000.0,385400000.0
26 May 2025,2025-05-26,BTC,Farside Investors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23 May 2025,2025-05-23,BTC,Farside Investors,211700000.0,430800000.0,-73700000.0,0.0,-73900000.0,0.0,0.0,0.0,17700000.0,0.0,0.0,-89200000.0,0.0,211700000.0
22 May 2025,2025-05-22,BTC,Farside Investors,934800000.0,877200000.0,48700000.0,0.0,8900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934800000.0
21 May 2025,2025-05-21,BTC,Farside Investors,607100000.0,530600000.0,23500000.0,20500000.0,4300000.0,0.0,0.0,0.0,6100000.0,0.0,0.0,0.0,22100000.0,607100000.0
20 May 2025,2025-05-20,BTC,Farside Investors,329200000.0,287500000.0,23300000.0,5800000.0,6400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6200000.0,329200000.0
19 May 2025,2025-05-19,BTC,Farside Investors,667400000.0,305900000.0,188100000.0,16000000.0,155300000.0,-5300000.0,0.0,0.0,7400000.0,0.0,0.0,0.0,0.0,667400000.0
16 May 2025,2025-05-16,BTC,Farside Investors,260200000.0,129699999.99999999,67900000.0,0.0,58000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4600000.0,260200000.0
15 May 2025,2025-05-15,BTC,Farside Investors,114900000.0,409700000.0,-123700000.0,0.0,-132000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-39100000.0,0.0,114900000.0
14 May 2025,2025-05-14,BTC,Farside Investors,319500000.0,232900000.0,36100000.0,2800000.0,5200000.0,0.0,0.0,0.0,7300000.0,0.0,0.0,0.0,35200000.0,319500000.0
13 May 2025,2025-05-13,BTC,Farside Investors,-91400000.0,0.0,-91400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91400000.0
12 May 2025,2025-05-12,BTC,Farside Investors,5200000.0,69400000.0,-11100000.0,-17700000.0,0.0,-2500000.0,0.0,0.0,0.0,0.0,0.0,-32900000.0,0.0,5200000.0
09 May 2025,2025-05-09,BTC,Farside Investors,334500000.0,356200000.0,45000000.0,-14600000.0,0.0,0.0,0.0,0.0,13100000.0,0.0,0.0,-65200000.0,0.0,334500000.0
08 May 2025,2025-05-08,BTC,Farside Investors,117400000.0,69000000.0,35300000.0,0.0,13100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117400000.0
07 May 2025,2025-05-07,BTC,Farside Investors,142300000.0,37200000.0,39900000.0,10500000.0,54700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142300000.0
06 May 2025,2025-05-06,BTC,Farside Investors,-85700000.0,36700000.0,0.0,0.0,-16100000.000000002,0.0,-8300000.000000001,0.0,-8100000.0,0.0,0.0,-89900000.0,0.0,-85700000.0
05 May 2025,2025-05-05,BTC,Farside Investors,425500000.0,531200000.00000006,-57800000.0,-22700000.0,-6100000.0,0.0,-2700000.0,0.0,0.0,0.0,0.0,-16399999.999999998,0.0,425500000.0
02 May 2025,2025-05-02,BTC,Farside Investors,674900000.0,674900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674900000.0
